annotator,item_id,text,triples,triples_surface_form,triples_label_form,feature_one,feature_two,feature_four,feature_five,feature_six,feature_seven
20,812,"Energiekosten, steigender Mindestlohn - schlechte Politik - inflation.","[('KNdfGKTJ8_', [], '774670'), ('337614', [], '774670'), ('0TzHXk7NCZ', [], '774670')]","[('Energiekosten', [], 'inflation'), ('schlechte Politik', [], 'inflation'), ('Mindestlohn', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation'), ('Politisches Missmanagement', [], 'Inflation'), ('Löhne', [], 'Inflation')]","{'Politisches Missmanagement', 'Löhne', 'Hohe Energiepreise'}","{'Politisches Missmanagement', 'Löhne', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,814,"Kriege , Sanktionen , Wirtschaft - Länder verhängen auf Grund von kriegen (zb ukrainekrieg) Sanktionen gegen andere Länder (Russland). Somit leidet unsere Wirtschaft (Exporte) und unsere Preise steigen an - inflation.","[('596012', [], 'T9SvOLKb5_'), ('T9SvOLKb5_', [], 'iHFKbBP4HS'), ('iHFKbBP4HS', [], '721341'), ('Np9JO0qt-0', [], 'iHFKbBP4HS')]","[('Kriege', [], 'Sanktionen'), ('Sanktionen', [], 'Wirtschaft'), ('Wirtschaft', [], 'inflation'), ('Exporte', [], 'Wirtschaft')]","[('Krieg', [], 'Geopolitik'), ('Geopolitik', [], 'Angebot (Rest)'), ('Angebot (Rest)', [], 'Inflation'), ('Export', [], 'Angebot (Rest)')]",{'Angebot (Rest)'},"{'Export', 'Krieg', 'Angebot (Rest)', 'Geopolitik'}","{('Geopolitik', (), 'Angebot (Rest)'), ('Krieg', (), 'Geopolitik'), ('Angebot (Rest)', (), 'Inflation'), ('Export', (), 'Angebot (Rest)')}","{('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation'), ('Export', (), 'Angebot'), ('Andere', (), 'Andere')}","{('Angebot (Rest)', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation'), ('Export', (), 'Angebot'), ('Andere', (), 'Andere')}"
20,820,"Energiekosten, Arbeitskosten - Energiekosten wie z.B. Strombedarf Gas werden an die Verbraucher per Aufpreis weitergegeben.  - inflation.","[('aI65Cqe7Z_', [], '857287'), ('_WehQLJ3DB', [], '857287')]","[('Arbeitskosten', [], 'inflation'), ('Energiekosten', [], 'inflation')]","[('Löhne', [], 'Inflation'), ('Hohe Energiepreise', [], 'Inflation')]","{'Löhne', 'Hohe Energiepreise'}","{'Löhne', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Löhne', (), 'Inflation')}","{('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Löhne', (), 'Inflation')}","{('Angebot', (), 'Inflation')}"
20,825,"Corona , Krieg - Das eine folgt auf das andere.
Corona hat die Wirtschaft runtergekurbelt.
Der Krieg auch zu 80% - inflation.","[('504871', [], 'X1QRB915yb'), ('994006', [], 'X1QRB915yb'), ('X1QRB915yb', [], '736814')]","[('Corona', [], 'Wirtschaft'), ('Krieg', [], 'Wirtschaft'), ('Wirtschaft', [], 'inflation')]","[('Pandemie', [], 'Ökonomische Krise'), ('Krieg', [], 'Ökonomische Krise'), ('Ökonomische Krise', [], 'Inflation')]",{'Ökonomische Krise'},"{'Krieg', 'Pandemie', 'Ökonomische Krise'}","{('Pandemie', (), 'Ökonomische Krise'), ('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Ökonomische Krise')}","{('Andere', (), 'Inflation'), ('Andere', (), 'Andere')}","{('Ökonomische Krise', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Andere', (), 'Andere')}"
20,830,"Krieg in der Ukraine , Höhere Löhne, Corona  - Produktionskosten, Lieferanten  - inflation.","[('259321', [], '687149'), ('814526', [], '687149'), ('341444', [], '687149'), ('wcCkv0COMk', [], '687149')]","[('Krieg in der Ukraine', [], 'inflation'), ('Höhere Löhne', [], 'inflation'), ('Corona', [], 'inflation'), ('Produktionskosten', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Löhne', [], 'Inflation'), ('Pandemie', [], 'Inflation'), ('Angebot (Rest)', [], 'Inflation')]","{'Löhne', 'Krieg', 'Pandemie', 'Angebot (Rest)'}","{'Krieg', 'Pandemie', 'Angebot (Rest)', 'Löhne'}","{('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,833,"Zueanderer, Zuwanderer - Zuwanderer - inflation.","[('Xfhh1mel04', [], '993622')]","[('Zuwanderer', [], 'inflation')]","[('Migration', [], 'Inflation')]",{'Migration'},{'Migration'},"{('Migration', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Migration', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,834,"Hohe Konsumausgaben, Hohe Nachfrage, Krieg in der Ukraine  - Wenn eine hohe Nachfrage nach Gütern besteht, werden die Güter knapp und um mehr zu produzieren benötigt sie zusätzliche Ressourcen. Dadurch steigen die Produktionskosten  - inflation.","[('947869', [], 'euQuLYxwER'), ('euQuLYxwER', [], '677865'), ('167281', [], '677865')]","[('Nachfrage', [], 'Produktionskosten'), ('Produktionskosten', [], 'inflation'), ('Krieg in der Ukraine', [], 'inflation')]","[('Nachfrage (Rest)', [], 'Angebot (Rest)'), ('Angebot (Rest)', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Angebot (Rest)', 'Krieg'}","{'Angebot (Rest)', 'Krieg', 'Nachfrage (Rest)'}","{('Nachfrage (Rest)', (), 'Angebot (Rest)'), ('Angebot (Rest)', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation'), ('Nachfrage', (), 'Angebot')}","{('Angebot (Rest)', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation'), ('Nachfrage', (), 'Angebot')}"
20,835,"Wenig Geld , Klima - Ich konnte mir nicht so viel leisten  - inflation.","[('865730', [], '736287')]","[('Klima', [], 'inflation')]","[('Klimawandel', [], 'Inflation')]",{'Klimawandel'},{'Klimawandel'},"{('Klimawandel', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Klimawandel', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,837,Krieg in der Ukraine - weiß nicht - inflation.,"[('922088', [], '347424')]","[('Krieg in der Ukraine', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,838,"Krieg, Corona - Gar nicht  - inflation.","[('216706', [], '472364'), ('401880', [], '472364')]","[('Krieg', [], 'inflation'), ('Corona', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Pandemie', [], 'Inflation')]","{'Krieg', 'Pandemie'}","{'Krieg', 'Pandemie'}","{('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,839,Ukraine Krieg - Keine Ahnung - inflation.,"[('806386', [], '670511')]","[('Ukraine Krieg', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,842,"Corona, Ukraine Krieg, Wirtschaftskriese - Weiß es nicht, mir fallen da keine Zusammenhänge auf. - inflation.","[('312062', [], '463086'), ('804202', [], '463086'), ('898501', [], '463086')]","[('Corona', [], 'inflation'), ('Ukraine Krieg', [], 'inflation'), ('Wirtschaftskriese', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Krieg', [], 'Inflation'), ('Ökonomische Krise', [], 'Inflation')]","{'Krieg', 'Pandemie', 'Ökonomische Krise'}","{'Krieg', 'Pandemie', 'Ökonomische Krise'}","{('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,845,"Arbeitsmarkt , Zinsen , Strom  - Alles im allem führt zur Inflation  - inflation.","[('zNhjg1XtCG', [], '240786'), ('413690', [], '240786'), ('348247', [], '240786')]","[('Arbeitsmarkt', [], 'inflation'), ('Zinsen', [], 'inflation'), ('Strom', [], 'inflation')]","[('Arbeitskräftemangel', [], 'Inflation'), ('Geldpolitik', [], 'Inflation'), ('Hohe Energiepreise', [], 'Inflation')]","{'Geldpolitik', 'Arbeitskräftemangel', 'Hohe Energiepreise'}","{'Geldpolitik', 'Arbeitskräftemangel', 'Hohe Energiepreise'}","{('Arbeitskräftemangel', (), 'Inflation'), ('Geldpolitik', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}","{('Angebot', (), 'Inflation'), ('Nachfrage', (), 'Inflation')}","{('Arbeitskräftemangel', (), 'Inflation'), ('Geldpolitik', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}","{('Angebot', (), 'Inflation'), ('Nachfrage', (), 'Inflation')}"
20,849,"Nachwirkungen von Corona, Der Ukraine Krieg, Steigende Energiepreise - Ich denke es sind die Nachwirkungen der Coronajahre dazu der Ukrainekrieg - inflation.","[('293728', [], '973591'), ('417811', [], '973591'), ('265271', [], '973591')]","[('Corona', [], 'inflation'), ('Der Ukraine Krieg', [], 'inflation'), ('Steigende Energiepreise', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Krieg', [], 'Inflation'), ('Hohe Energiepreise', [], 'Inflation')]","{'Krieg', 'Pandemie', 'Hohe Energiepreise'}","{'Krieg', 'Pandemie', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,852,Krieg  - Der Krieg hat mit zu der Inflation geführt  - inflation.,"[('221505', [], '687623')]","[('Krieg', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,855,"Corona, Ukraine Krieg - Weiß nicht.
Keine Ahnung.
Evtl. Dummheit der Menschen - inflation.","[('535829', [], '317685'), ('834256', [], '317685')]","[('Corona', [], 'inflation'), ('Krieg', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Krieg', 'Pandemie'}","{'Krieg', 'Pandemie'}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,856,"krieg, ausländer - krieg ausländer dad ist zuviel - inflation.","[('117739', [], '703612'), ('qdLZndSmfb', [], '703612')]","[('krieg', [], 'inflation'), ('ausländer', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Migration', [], 'Inflation')]","{'Migration', 'Krieg'}","{'Migration', 'Krieg'}","{('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,857,"Corona, Russischer angriff auf die Ukraine - Die beiden hängen nicht mit einander zusammen der Angriff von Russland auf die Ukraine und der Corona Ausbruch haben nichts miteinander zu tun. - inflation.","[('924605', [], '460665'), ('OnnFKwJxfh', [], '460665')]","[('Corona', [], 'inflation'), ('angriff', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Krieg', 'Pandemie'}","{'Krieg', 'Pandemie'}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,910,"Kriege, Wetterbedingt  - Durch die Kriege und unwetterbedingungen in einigen Ländern die wir mitfinanzierten  - inflation.","[('833974', [], 'eEuzl-eQC8'), ('345821', [], 'eEuzl-eQC8'), ('eEuzl-eQC8', [], '437142')]","[('Kriege', [], 'mitfinanzierten'), ('Wetterbedingt', [], 'mitfinanzierten'), ('mitfinanzierten', [], 'inflation')]","[('Inflation', [], 'Staatsausgaben'), ('Klimawandel', [], 'Staatsausgaben'), ('Staatsausgaben', [], 'Inflation')]",{'Staatsausgaben'},"{'Klimawandel', 'Staatsausgaben'}","{('Staatsausgaben', (), 'Inflation'), ('Inflation', (), 'Staatsausgaben'), ('Klimawandel', (), 'Staatsausgaben')}","{('Inflation', (), 'Nachfrage'), ('Nachfrage', (), 'Inflation'), ('Andere', (), 'Nachfrage')}","{('Staatsausgaben', (), 'Inflation')}","{('Inflation', (), 'Nachfrage'), ('Nachfrage', (), 'Inflation'), ('Andere', (), 'Nachfrage')}"
20,913,"Gaspreisenerhöhung und Strompreisenerhöhung , Krieg in der Ukraine  - Die wirtschaftliche Beziehungen mit Russland durch Sanktionen wurden unterbrochen , dadurch wurden die Gaspreise und Benzinpreise erhöht und das hat die Inflation verursacht  - inflation.","[('984630', [], '392926'), ('392926', [], '960957'), ('960957', [], '959207')]","[('Krieg in der Ukraine', [], 'Sanktionen'), ('Sanktionen', [], 'Gaspreise'), ('Gaspreise', [], 'Inflation')]","[('Krieg', [], 'Geopolitik'), ('Geopolitik', [], 'Hohe Energiepreise'), ('Hohe Energiepreise', [], 'Inflation')]",{'Hohe Energiepreise'},"{'Krieg', 'Geopolitik', 'Hohe Energiepreise'}","{('Krieg', (), 'Geopolitik'), ('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Hohe Energiepreise')}","{('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation'), ('Andere', (), 'Andere')}","{('Hohe Energiepreise', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation'), ('Andere', (), 'Andere')}"
20,931,"Corona Inflation, Höhere Insolvenz - Durch die Corona Pandemie kam es zu einer hohen Insolvenz. Die Inflation war die Auswirkung des Ganzen - inflation.","[('121219', [], 'pQoESFdjNz'), ('pQoESFdjNz', [], '481705'), ('moo_wo018E', [], 'pQoESFdjNz')]","[('Corona Pandemie', [], 'Insolvenz'), ('Insolvenz', [], 'inflation'), ('Inflation', [], 'Insolvenz')]","[('Pandemie', [], 'Ökonomische Krise'), ('Ökonomische Krise', [], 'Inflation'), ('Inflation', [], 'Ökonomische Krise')]",{'Ökonomische Krise'},"{'Pandemie', 'Ökonomische Krise'}","{('Pandemie', (), 'Ökonomische Krise'), ('Ökonomische Krise', (), 'Inflation'), ('Inflation', (), 'Ökonomische Krise')}","{('Andere', (), 'Inflation'), ('Inflation', (), 'Andere'), ('Andere', (), 'Andere')}","{('Ökonomische Krise', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Inflation', (), 'Andere'), ('Andere', (), 'Andere')}"
20,945,"Ukraine Krieg - Durch den Krieg in der Ukraine wurden verschiedene Lebensmittel teurer, da diese nicht in ausreichender Menge geliefert wurden.Außerdem gab es durch Umweltbedingungen einige Ernteausfälle - inflation.","[('334564', [], 'mwg-M7smmd'), ('mwg-M7smmd', [], '756078'), ('121174', [], 'WN2T4yeM0S'), ('WN2T4yeM0S', [], 'mwg-M7smmd')]","[('Umweltbedingungen', [], 'Lebensmittel'), ('Lebensmittel', [], 'inflation'), ('Krieg in der Ukraine', [], 'Menge'), ('Menge', [], 'Lebensmittel')]","[('Klimawandel', [], 'Lebensmittelpreise'), ('Lebensmittelpreise', [], 'Inflation'), ('Krieg', [], 'Lieferkettenprobleme'), ('Lieferkettenprobleme', [], 'Lebensmittelpreise')]",{'Lebensmittelpreise'},"{'Klimawandel', 'Krieg', 'Lieferkettenprobleme', 'Lebensmittelpreise'}","{('Krieg', (), 'Lieferkettenprobleme'), ('Lebensmittelpreise', (), 'Inflation'), ('Lieferkettenprobleme', (), 'Lebensmittelpreise'), ('Klimawandel', (), 'Lebensmittelpreise')}","{('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation'), ('Angebot', (), 'Angebot')}","{('Lebensmittelpreise', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation'), ('Angebot', (), 'Angebot')}"
20,946,"Alles wurde teurer, Erhöhung der Steuern  - Da die Steuern erhöht wurden sind natürlich die Preise auch gestiegen. Sei es in den Geschäften oder mit dem Benzin.
Für alle Menschen ist es schwierig klar zu kommen. - inflation.","[('551970', [], '442522'), ('551970', [], 'Om4Nty4BSb'), ('Om4Nty4BSb', [], '442522')]","[('Steuern', [], 'inflation'), ('Steuern', [], 'Benzin'), ('Benzin', [], 'inflation')]","[('Steuererhöhungen', [], 'Inflation'), ('Steuererhöhungen', [], 'Hohe Energiepreise'), ('Hohe Energiepreise', [], 'Inflation')]","{'Hohe Energiepreise', 'Steuererhöhungen'}","{'Hohe Energiepreise', 'Steuererhöhungen'}","{('Hohe Energiepreise', (), 'Inflation'), ('Steuererhöhungen', (), 'Hohe Energiepreise'), ('Steuererhöhungen', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Steuererhöhungen', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,976,"War in Ukraine, War in Gaza - they made the prices of gas go up - inflation.","[('600666', [], 'X09UpMxxn-'), ('398084', [], 'X09UpMxxn-'), ('X09UpMxxn-', [], '903148')]","[('War in Ukraine', [], 'prices of gas'), ('War in Gaza', [], 'prices of gas'), ('prices of gas', [], 'inflation')]","[('Krieg', [], 'Hohe Energiepreise'), ('Krieg', [], 'Hohe Energiepreise'), ('Hohe Energiepreise', [], 'Inflation')]",{'Hohe Energiepreise'},"{'Krieg', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise')}","{('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation')}"
20,978,"Politik, Unnütze Maßnahmen der politiker - Unsere Regierung hat die Inflation zum größten Teil zu verantworten und ist nicht fähig das ganze in Griff zu bekommen.  - inflation.","[('997705', [], '577138')]","[('Politik', [], 'inflation')]","[('Politisches Missmanagement', [], 'Inflation')]",{'Politisches Missmanagement'},{'Politisches Missmanagement'},"{('Politisches Missmanagement', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Politisches Missmanagement', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,986,"Energie Preise  - Die Geschäfte müssen mehr für Strom und Heizung ausgeben, also erhöhen sie die Preise  - inflation.","[('578157', [], '829739')]","[('Energie Preise', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation')]",{'Hohe Energiepreise'},{'Hohe Energiepreise'},"{('Hohe Energiepreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}"
20,987,Krieg - Alle preise steigen enorm - inflation.,"[('691888', [], '947472')]","[('Krieg', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,1005,"Ukrainekrieg, Energiepreise wg. Sanktionen gegen Russland, keine Vermögenssteuer - Wir haben Politiker, die mehr die Interessen der USA im Sinne haben, als die Interessen des eigenen Landes - inflation.","[('276338', [], 'sU0zFKWQyV'), ('sU0zFKWQyV', [], '101334'), ('101334', [], '516786')]","[('Ukrainekrieg', [], 'Sanktionen'), ('Sanktionen', [], 'Energiepreise'), ('Energiepreise', [], 'inflation')]","[('Krieg', [], 'Geopolitik'), ('Geopolitik', [], 'Hohe Energiepreise'), ('Hohe Energiepreise', [], 'Inflation')]",{'Hohe Energiepreise'},"{'Krieg', 'Geopolitik', 'Hohe Energiepreise'}","{('Krieg', (), 'Geopolitik'), ('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Hohe Energiepreise')}","{('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation'), ('Andere', (), 'Andere')}","{('Hohe Energiepreise', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation'), ('Andere', (), 'Andere')}"
21,4,Fortlaufende Erhöhungen  - Weil die lieben Bundeskanzler keine ahnung haben jeden helfen. Aber nicht ihren eigen Leuten  - inflation.,"[('_nLNvBSIHi', [], '445301')]","[('Bundeskanzler', [], 'inflation')]","[('Politisches Missmanagement', [], 'Inflation')]",{'Politisches Missmanagement'},{'Politisches Missmanagement'},"{('Politisches Missmanagement', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Politisches Missmanagement', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
21,6,"Krieg, Wahlen, Amerika, China - Durch mehr Export, steigende Löhne, beeinträchtigtes Wachstum und Konsum sind alles Faktoren, die mit der Inflation in Verbindung stehen  - inflation.","[('644413', [], '874058'), ('4V1BXBy29L', [], '874058'), ('bvr0BC8k70', [], '874058'), ('551302', [], '874058'), ('icFL4yjuVa', [], '874058')]","[('Krieg', [], 'inflation'), ('steigende Löhne', [], 'inflation'), ('beeinträchtigtes Wachstum', [], 'inflation'), ('Konsum', [], 'inflation'), ('Amerika', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Löhne', [], 'Inflation'), ('Ökonomische Krise', [], 'Inflation'), ('Nachfrage (Rest)', [], 'Inflation'), ('Geopolitik', [], 'Inflation')]","{'Krieg', 'Ökonomische Krise', 'Nachfrage (Rest)', 'Löhne', 'Geopolitik'}","{'Krieg', 'Ökonomische Krise', 'Nachfrage (Rest)', 'Löhne', 'Geopolitik'}","{('Ökonomische Krise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation'), ('Geopolitik', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation'), ('Nachfrage', (), 'Inflation')}","{('Ökonomische Krise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation'), ('Geopolitik', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation'), ('Nachfrage', (), 'Inflation')}"
21,9,Krieg  - Durch den Krieg wird alles teurer  - inflation.,"[('903831', [], '240967')]","[('Krieg', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
21,10,"Angebot Nachfrage , Kein geld - Viel bedarf kein personal - inflation.","[('600436', [], '919858'), ('A95hVJcKJX', [], '919858'), ('owJuk8j4_E', [], '919858')]","[('Angebot', [], 'inflation'), ('Nachfrage', [], 'inflation'), ('kein personal', [], 'inflation')]","[('Angebot (Rest)', [], 'Inflation'), ('Nachfrage (Rest)', [], 'Inflation'), ('Arbeitskräftemangel', [], 'Inflation')]","{'Angebot (Rest)', 'Arbeitskräftemangel', 'Nachfrage (Rest)'}","{'Angebot (Rest)', 'Arbeitskräftemangel', 'Nachfrage (Rest)'}","{('Arbeitskräftemangel', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation')}","{('Angebot', (), 'Inflation'), ('Nachfrage', (), 'Inflation')}","{('Arbeitskräftemangel', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation')}","{('Angebot', (), 'Inflation'), ('Nachfrage', (), 'Inflation')}"
21,24,Energiekosten - kA - inflation.,"[('sVfqzT8Wf4', [], '911863')]","[('Energiekosten', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation')]",{'Hohe Energiepreise'},{'Hohe Energiepreise'},"{('Hohe Energiepreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}"
21,25,"Auslandsproduktion, / - Produkte werden mehr im Ausland produziert  - inflation.","[('tmt36gQTAs', [], '365079')]","[('Auslandsproduktion', [], 'inflation')]","[('Angebot (Rest)', [], 'Inflation')]",{'Angebot (Rest)'},{'Angebot (Rest)'},"{('Angebot (Rest)', (), 'Inflation')}","{('Angebot', (), 'Inflation')}","{('Angebot (Rest)', (), 'Inflation')}","{('Angebot', (), 'Inflation')}"
21,26,"Mehr Krisenherde in der Welt, Mehr Autokratien - Die Spannungen zwischen den politischen Kulturen nimmt zu und somit gibt es mehr Konflikte - inflation.","[('351895', [], '396925')]","[('Konflikte', [], 'inflation')]","[('Geopolitik', [], 'Inflation')]",{'Geopolitik'},{'Geopolitik'},"{('Geopolitik', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Geopolitik', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
