annotator,item_id,text,feature_six,agreed_feature_six
20,389,"Ukrainekrieg, Syrien, China, Nordkorea, Iran - Es geht um Machtherrschaft
Ölpreise Gas - inflation.","{('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation')}",
21,389,"Ukrainekrieg, Syrien, China, Nordkorea, Iran - Es geht um Machtherrschaft
Ölpreise Gas - inflation.","{('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation')}",
20,390,"Krieg , Asyl  - Krieg slkes eindeutig teurer  - inflation.","{('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
21,390,"Krieg , Asyl  - Krieg slkes eindeutig teurer  - inflation.","{('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
20,391,"Einwanderung, Arbeitslosigkeit - Einwanderung und Arbeitslosigkeit sind die Hauptursachen für Inflation - inflation.","{('Migration', (), 'Inflation')}",
21,391,"Einwanderung, Arbeitslosigkeit - Einwanderung und Arbeitslosigkeit sind die Hauptursachen für Inflation - inflation.","{('Migration', (), 'Inflation'), ('Arbeitskräftemangel', (), 'Inflation')}",
20,392,"Energie, Rohstoffe - Hier hängt alles zusammen - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,392,"Energie, Rohstoffe - Hier hängt alles zusammen - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,393,"Ukraine Krieg, Corona, Klima Veränderungen - Ich habe keine Ahnung von Politik oder Ökonomie.  - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation')}",
21,393,"Ukraine Krieg, Corona, Klima Veränderungen - Ich habe keine Ahnung von Politik oder Ökonomie.  - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation')}",
20,394,Krieg - Kann ich nicht beschreiben  - inflation.,"{('Krieg', (), 'Inflation')}",
21,394,Krieg - Kann ich nicht beschreiben  - inflation.,"{('Krieg', (), 'Inflation')}",
20,395,corona - corona hat dafür gesorgt das viele ihre jobs verlieren. dadurch ist es dazu gekommen das weniger leute arbeiten. Außerdem wurde viel gekauft. - inflation.,"{('Pandemie', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation')}",
21,395,corona - corona hat dafür gesorgt das viele ihre jobs verlieren. dadurch ist es dazu gekommen das weniger leute arbeiten. Außerdem wurde viel gekauft. - inflation.,"{('Nachfrage (Rest)', (), 'Inflation'), ('Arbeitskräftemangel', (), 'Inflation')}",
20,396,"Ukraine , Benzinsteuer , verteuerungen in der Landwirtschaft  - Ukraine führt zu einem Embargo von öl, das teuer woanders eingekauft werden muss. => Hohe Spritpreise.
Verteuerungen in der Landwirtschaft (auch wegen der Spritpreise) führen zu teureren Lebensmittel . - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,396,"Ukraine , Benzinsteuer , verteuerungen in der Landwirtschaft  - Ukraine führt zu einem Embargo von öl, das teuer woanders eingekauft werden muss. => Hohe Spritpreise.
Verteuerungen in der Landwirtschaft (auch wegen der Spritpreise) führen zu teureren Lebensmittel . - inflation.","{('Steuererhöhungen', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Lebensmittelpreise', (), 'Inflation')}",
20,400,wirtschaft  - durch die schwankende konjunktur  - inflation.,"{('Ökonomische Krise', (), 'Inflation')}",
21,400,wirtschaft  - durch die schwankende konjunktur  - inflation.,"{('Ökonomische Krise', (), 'Inflation')}",
20,402,"Regierung, Insolvenz - IDe Regierung hat deutschland runter gewirtschaftet viele firmen sin insolvent oder abgewandert !  CO2 Steuer und LK Maut trieben die lebensmittelpreise weiter nach oben - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,402,"Regierung, Insolvenz - IDe Regierung hat deutschland runter gewirtschaftet viele firmen sin insolvent oder abgewandert !  CO2 Steuer und LK Maut trieben die lebensmittelpreise weiter nach oben - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,404,"strom, miete, wasser, lebensmittel, gas - energie --krieg russland ,kein billig gas aus russland, atom-ausstieg - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Wohnraum', (), 'Inflation')}",
21,404,"strom, miete, wasser, lebensmittel, gas - energie --krieg russland ,kein billig gas aus russland, atom-ausstieg - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Wohnraum', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,405,"russia war, covid - They are not that related I think. They are individual topics. Covid was spread in each country and the war has mainly affected west I think. - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
21,405,"russia war, covid - They are not that related I think. They are individual topics. Covid was spread in each country and the war has mainly affected west I think. - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
20,406,"Krieg, Klimawandel - In dem die rücklagen für den Euro weniger Wert sind als die Menge an Geld die existiert  - inflation.","{('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation')}",
21,406,"Krieg, Klimawandel - In dem die rücklagen für den Euro weniger Wert sind als die Menge an Geld die existiert  - inflation.","{('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation')}",
20,410,"Energiekosten , Lebensmittel  - Energy kosten Steigerung machen automatisch Produktion der Wahren teurer, was genau den Preis beantrechtigt - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,410,"Energiekosten , Lebensmittel  - Energy kosten Steigerung machen automatisch Produktion der Wahren teurer, was genau den Preis beantrechtigt - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,412,"Corona, Krieg - Sind zwei unterschiedliche Punkte - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
21,412,"Corona, Krieg - Sind zwei unterschiedliche Punkte - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
20,413,"Energiekrise, Krieg in der Ukraine, Klimapolitik, Teure Rohstoffe - Der Krieg führte zum Umbruch in der Energiepolitik, dadurch wurde Energie sehr teuer - inflation.","{('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,413,"Energiekrise, Krieg in der Ukraine, Klimapolitik, Teure Rohstoffe - Der Krieg führte zum Umbruch in der Energiepolitik, dadurch wurde Energie sehr teuer - inflation.","{('Hohe Energiepreise', (), 'Inflation')}",
20,414,Teurere Import Preise  - Ich weiß es nicht ich kenne mich bei dem Thema nicht aus  - inflation.,"{('Zölle', (), 'Inflation')}",
21,414,Teurere Import Preise  - Ich weiß es nicht ich kenne mich bei dem Thema nicht aus  - inflation.,"{('Zölle', (), 'Inflation')}",
20,415,"Krieg, Umwelt , Energie, Profite - Der Krieg in der Ukraine, haben zu ansteigende Energiekosten gesorgt. - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Klimawandel', (), 'Inflation')}",
21,415,"Krieg, Umwelt , Energie, Profite - Der Krieg in der Ukraine, haben zu ansteigende Energiekosten gesorgt. - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
20,416,"Corona, Erhöhung Ölpreis - gar nicht - inflation.","{('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,416,"Corona, Erhöhung Ölpreis - gar nicht - inflation.","{('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,417,"Ölpreis , Höheren Kosten , Niedrige Zinsen , Niedrige geld Währung, Lifferkettenproblemen - Wenn Arbeitnehmer höhere Löhne fordern, um die gestiegenen Lebenshaltungskosten auszugleichen, erhöhen Unternehmen ihre Preise, um die gestiegenen Kosten . - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')}",
21,417,"Ölpreis , Höheren Kosten , Niedrige Zinsen , Niedrige geld Währung, Lifferkettenproblemen - Wenn Arbeitnehmer höhere Löhne fordern, um die gestiegenen Lebenshaltungskosten auszugleichen, erhöhen Unternehmen ihre Preise, um die gestiegenen Kosten . - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Geldpolitik', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,419,"Energie, Lebensmittel , Dienstleistungen  - Spirale der Preise und höhere Löhne. - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,419,"Energie, Lebensmittel , Dienstleistungen  - Spirale der Preise und höhere Löhne. - inflation.","{('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Inflation', (), 'Inflation')}",
20,420,"Ukrainekrieg, Gasunsicherheit, Steigende energiepreise - Gas muss woanders teuer importiert werden .kohle und akws abgeschaltet.muss aus polen und frankreich importiert werden . Zölle auf importware von china . Absatzverlust in deutschland. - inflation.","{('Krieg', (), 'Inflation'), ('Zölle', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,420,"Ukrainekrieg, Gasunsicherheit, Steigende energiepreise - Gas muss woanders teuer importiert werden .kohle und akws abgeschaltet.muss aus polen und frankreich importiert werden . Zölle auf importware von china . Absatzverlust in deutschland. - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,421,"Krieg  in der Ukraine, Folgen der Corona Pandemie, Unfähige deutsche Regierung - Dann kam der Krieg und die Fehlentscheidung der Grünen, die uns durch die Sanktionen gegen Russland das günstige Gas nahmen, so dass nochmal stark die Preise anstiegen. - inflation.","{('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,421,"Krieg  in der Ukraine, Folgen der Corona Pandemie, Unfähige deutsche Regierung - Dann kam der Krieg und die Fehlentscheidung der Grünen, die uns durch die Sanktionen gegen Russland das günstige Gas nahmen, so dass nochmal stark die Preise anstiegen. - inflation.","{('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,422,"Gestiegene Energiepreise, Ukrainekrieg, Umwelteinflüsse, Höherer Mindestlohn, Mitnahmegewinne - Durch den Krieg wurde Energie teurer.Preise für Lebensmittel sind durch Klimawandel gestiegen.Durch höheren Mindestlohn wird alles teurer.Unternehmen wollen natürlich ihre Gewinne erhöhen. - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
21,422,"Gestiegene Energiepreise, Ukrainekrieg, Umwelteinflüsse, Höherer Mindestlohn, Mitnahmegewinne - Durch den Krieg wurde Energie teurer.Preise für Lebensmittel sind durch Klimawandel gestiegen.Durch höheren Mindestlohn wird alles teurer.Unternehmen wollen natürlich ihre Gewinne erhöhen. - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
20,423,"Dienstleistungen , Pauschalreisen - Energietreiber als Treiber der Inflation - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,423,"Dienstleistungen , Pauschalreisen - Energietreiber als Treiber der Inflation - inflation.","{('Preistreiberei', (), 'Inflation')}",
20,426,"Lebenserhaltungskosten, Lebensmittelkosten - Sie hängen stark miteinander zusammen. - inflation.","{('Lebensmittelpreise', (), 'Inflation')}",
21,426,"Lebenserhaltungskosten, Lebensmittelkosten - Sie hängen stark miteinander zusammen. - inflation.","{('Lebensmittelpreise', (), 'Inflation')}",
20,427,"corona und die masnahmen, politiker die sinnlose gesetzte beschlossen - die politik macht gesetze die keinen sinn ergeben die wirtschaft kann es nicht umsetzen und wandert aus. dadurch können höhere produktkosten entstehen - inflation.","{('Pandemie', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,427,"corona und die masnahmen, politiker die sinnlose gesetzte beschlossen - die politik macht gesetze die keinen sinn ergeben die wirtschaft kann es nicht umsetzen und wandert aus. dadurch können höhere produktkosten entstehen - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
20,428,"Krieg , Rohstoffknappheit, Nachfrage hoch , Umwelteinflüsse, Brexit - Letztlich hängen alle diese Dinge zusammen. Ist die Nachfrage hoch aber die Güter knapp dann steigen die Preise. Krieg führt oft zu Rohstoffknappheit und hoher Nachfrage bestimmter Güter wie Metall, l usw. - inflation.","{('Nachfrage (Rest)', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,428,"Krieg , Rohstoffknappheit, Nachfrage hoch , Umwelteinflüsse, Brexit - Letztlich hängen alle diese Dinge zusammen. Ist die Nachfrage hoch aber die Güter knapp dann steigen die Preise. Krieg führt oft zu Rohstoffknappheit und hoher Nachfrage bestimmter Güter wie Metall, l usw. - inflation.","{('Nachfrage (Rest)', (), 'Inflation'), ('Geopolitik', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,429,"Schrumpfende Wirtschaft - Wirtschaftswachstum sinkt, Kosten für Kredite steigen, Geld ist weniger Wert - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')}",
21,429,"Schrumpfende Wirtschaft - Wirtschaftswachstum sinkt, Kosten für Kredite steigen, Geld ist weniger Wert - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Inflation', (), 'Inflation')}",
20,430,"Ukraine Krieg, unsichere Seewege - Durch den Ukraine Krieg wurde kein billiges Gas mehr aus Russland geliefert. Die Seewege waren nicht mehr sicher und es mußten Umwege gemacht werden, was zu höheren Kosten führte - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,430,"Ukraine Krieg, unsichere Seewege - Durch den Ukraine Krieg wurde kein billiges Gas mehr aus Russland geliefert. Die Seewege waren nicht mehr sicher und es mußten Umwege gemacht werden, was zu höheren Kosten führte - inflation.","{('Hohe Energiepreise', (), 'Inflation')}",
20,431,Krieg - Krieg - inflation.,"{('Krieg', (), 'Inflation')}",
21,431,Krieg - Krieg - inflation.,"{('Krieg', (), 'Inflation')}",
20,432,"Ukrainekrieg, Energiepreise, Mitnahmeeffekte des Handels, Wachstumsflaute der deutschen Wirtschaft - <Die Faktoren bestehen unabhänig von einander. Sie finden aber gleichzeitig statt. Dadurch verstärken sie sich gegenseitig. - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Inflation', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
21,432,"Ukrainekrieg, Energiepreise, Mitnahmeeffekte des Handels, Wachstumsflaute der deutschen Wirtschaft - <Die Faktoren bestehen unabhänig von einander. Sie finden aber gleichzeitig statt. Dadurch verstärken sie sich gegenseitig. - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,433,"Umweltkrisen, Kriege, Kapitalismus, Managementfehler - Außerdem wird das Gefühl, dass Preise steigen ausgenutzt, um nochmals einen Anteil aufzusatteln und Gewinne zu steigern. - inflation.","{('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
21,433,"Umweltkrisen, Kriege, Kapitalismus, Managementfehler - Außerdem wird das Gefühl, dass Preise steigen ausgenutzt, um nochmals einen Anteil aufzusatteln und Gewinne zu steigern. - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
20,434,"Politische Entscheidungen, Weltpolitische entwicklungen - …ist zum großen Teil hausgemacht, insbesondere im Bereich der Energiekosten (zusätzliche Abgaben).  Die hohen Soialkosten lähmen dazu. Oben drauf ist die weltpolitische Lage fragil. - inflation.","{('Staatsausgaben', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,434,"Politische Entscheidungen, Weltpolitische entwicklungen - …ist zum großen Teil hausgemacht, insbesondere im Bereich der Energiekosten (zusätzliche Abgaben).  Die hohen Soialkosten lähmen dazu. Oben drauf ist die weltpolitische Lage fragil. - inflation.","{('Hohe Staatsschulden', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation')}",
20,435,"Corona Pandemie, Ukraine Krieg - Manche Rohstoffe und Waren wurden weniger, die Nachfrage stieg, die Beschaffungskosten stiegen, die Menschen mussten mehr dafür bezahlen. - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
21,435,"Corona Pandemie, Ukraine Krieg - Manche Rohstoffe und Waren wurden weniger, die Nachfrage stieg, die Beschaffungskosten stiegen, die Menschen mussten mehr dafür bezahlen. - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,436,"Energie, Weltpolitische Situation - Unsicherheiten aufgrund des Krieges führen zu hoher Volatilität in Energiepreisen und Rohstoffpreise, welche sich auf Endprodukt durchschlagen - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,436,"Energie, Weltpolitische Situation - Unsicherheiten aufgrund des Krieges führen zu hoher Volatilität in Energiepreisen und Rohstoffpreise, welche sich auf Endprodukt durchschlagen - inflation.","{('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation'), ('Inflation', (), 'Inflation')}",
20,437,"Energiepreisantsieg, Krieg, Lieferketten - Verteuerung der Produktion, zu viel Waren aus dem Ausland - inflation.","{('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,437,"Energiepreisantsieg, Krieg, Lieferketten - Verteuerung der Produktion, zu viel Waren aus dem Ausland - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,439,"Energie Preise, CO2 Steuer, Ukraine Krieg, Emigration - Die steigenden Energiekosten, aufgrund des Krieges in der Ukraine.  - inflation.","{('Steuererhöhungen', (), 'Inflation'), ('Migration', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,439,"Energie Preise, CO2 Steuer, Ukraine Krieg, Emigration - Die steigenden Energiekosten, aufgrund des Krieges in der Ukraine.  - inflation.","{('Steuererhöhungen', (), 'Inflation'), ('Migration', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,442,"die Rohstoffkosten sind stark gestiegen, die Energiekosten sind gestiegen - teilweise mit dem Ukrainekrieg - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,442,"die Rohstoffkosten sind stark gestiegen, die Energiekosten sind gestiegen - teilweise mit dem Ukrainekrieg - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,443,"Russland Ukraine Konflikt, Corona - Auf durch Corona geschwächte Wirtschaft folgte der Energiepreisschock durch die Russland-Sanktionen. Dazu noch sich verstärkende Auswirkungen auf Preise durch Russlandsanktionen. - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation')}",
21,443,"Russland Ukraine Konflikt, Corona - Auf durch Corona geschwächte Wirtschaft folgte der Energiepreisschock durch die Russland-Sanktionen. Dazu noch sich verstärkende Auswirkungen auf Preise durch Russlandsanktionen. - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation')}",
20,444,"mangelhafte politik, unfähige Berater und politiker - Sehr SPD und Grüne haben Deutschland an die Wand gefahren, schlecht reagiert und agiert und allen ndren die Schuld gegeben - inflation.","{('Politisches Missmanagement', (), 'Inflation')}",
21,444,"mangelhafte politik, unfähige Berater und politiker - Sehr SPD und Grüne haben Deutschland an die Wand gefahren, schlecht reagiert und agiert und allen ndren die Schuld gegeben - inflation.","{('Politisches Missmanagement', (), 'Inflation')}",
20,445,"Der Ukraine Krieg, Der Krieg im NahenOsten, Auswirkungen der Pandemie - Während der Pandemie kam es zu Lieferengpässen und Rohstoffmangel. Außerdem haben viele ihre Jobs verloren. Dies hatte auch Auswirkungen auf die Wirtschaft. Beim Krieg ist es so ähnlich.  - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,445,"Der Ukraine Krieg, Der Krieg im NahenOsten, Auswirkungen der Pandemie - Während der Pandemie kam es zu Lieferengpässen und Rohstoffmangel. Außerdem haben viele ihre Jobs verloren. Dies hatte auch Auswirkungen auf die Wirtschaft. Beim Krieg ist es so ähnlich.  - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Lieferkettenprobleme', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,446,"energiepreisanstieg, Lieferkettenprobleme - garnicht - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,446,"energiepreisanstieg, Lieferkettenprobleme - garnicht - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,447,"Ausländeranteil, Energiepreiserhöhungen - Die Energiekosten werden auf die Lebensmittelpreise aufgeschlagen - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Migration', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,447,"Ausländeranteil, Energiepreiserhöhungen - Die Energiekosten werden auf die Lebensmittelpreise aufgeschlagen - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Migration', (), 'Inflation')}",
20,449,"Energiepreise, Schuldenaufnahme - Hohe Energiepreise lassen Herstellungskosten steigen. Somit steigen die Verbraucherpreise.  - inflation.","{('Staatsausgaben', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,449,"Energiepreise, Schuldenaufnahme - Hohe Energiepreise lassen Herstellungskosten steigen. Somit steigen die Verbraucherpreise.  - inflation.","{('Hohe Staatsschulden', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,450,Ukraine  - Bin mir nicht sicher  - inflation.,"{('Krieg', (), 'Inflation')}",
21,450,Ukraine  - Bin mir nicht sicher  - inflation.,"{('Krieg', (), 'Inflation')}",
20,451,"starke Gelddruckerei - Geld entwertung, dollar bricht zusammen - inflation.","{('Geldpolitik', (), 'Inflation')}",
21,451,"starke Gelddruckerei - Geld entwertung, dollar bricht zusammen - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Inflation', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')}",
20,453,Ukraine Krieg - Die Verhinderung der Lieferung aus der Ukraine durch Russland haben vorallem die Preise für Getreide in die Höhe getrieben. - inflation.,"{('Lebensmittelpreise', (), 'Inflation')}",
21,453,Ukraine Krieg - Die Verhinderung der Lieferung aus der Ukraine durch Russland haben vorallem die Preise für Getreide in die Höhe getrieben. - inflation.,"{('Lebensmittelpreise', (), 'Inflation')}",
20,455,Strom Heizung  - weil die Kosten höher geworden sind - inflation.,"{('Hohe Energiepreise', (), 'Inflation')}",
21,455,Strom Heizung  - weil die Kosten höher geworden sind - inflation.,"{('Inflation', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,457,"Krieg Ukraine, Sanktionen gegen Russland, Zusammenbruch von Lieferketten - Allerdings sehr schwer einzuhalten, wenn es sich um einen der größten Handelspartner handelt. Auf der einen Seite hat ein Staat Werte . Wenn ein anderer krass dagegen verstößt , sind Sanktionen richtig. Allerdings sehr schwer einzuhalten, wenn es sich um einen der größten Handelspartner handelt. - inflation.","{('Lieferkettenprobleme', (), 'Inflation')}",
21,457,"Krieg Ukraine, Sanktionen gegen Russland, Zusammenbruch von Lieferketten - Allerdings sehr schwer einzuhalten, wenn es sich um einen der größten Handelspartner handelt. Auf der einen Seite hat ein Staat Werte . Wenn ein anderer krass dagegen verstößt , sind Sanktionen richtig. Allerdings sehr schwer einzuhalten, wenn es sich um einen der größten Handelspartner handelt. - inflation.","{('Lieferkettenprobleme', (), 'Inflation')}",
20,459,"Migration, Sinkendes Wirtschaftswachstum, Arbeitskräftemangel - Durch fehlende Arbeitskräfte und hohe Energiekosten gab es viele Insolvenzen. Migranten ersetzen keine Arbeitskräfte sondern belasten das System. - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Migration', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Arbeitskräftemangel', (), 'Inflation')}",
21,459,"Migration, Sinkendes Wirtschaftswachstum, Arbeitskräftemangel - Durch fehlende Arbeitskräfte und hohe Energiekosten gab es viele Insolvenzen. Migranten ersetzen keine Arbeitskräfte sondern belasten das System. - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,461,"Höhere Energiekosten , Lohnsteigerungen, Krieg, Umwelt - Die gesteigerten  Lohnkosten werden auf den Preis aufgeschlagen  - inflation.","{('Krieg', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,461,"Höhere Energiekosten , Lohnsteigerungen, Krieg, Umwelt - Die gesteigerten  Lohnkosten werden auf den Preis aufgeschlagen  - inflation.","{('Krieg', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,463,"Hohe Energiepreise, Krieg in der Ukraine - Durch den Krieg in der Ukraine sind bei uns die Energiepreise gestiegen. Es geht hauptsächlich um das günstige russische Gas, das nicht mehr zur Verfügung stand  - inflation.","{('Hohe Energiepreise', (), 'Inflation')}",
21,463,"Hohe Energiepreise, Krieg in der Ukraine - Durch den Krieg in der Ukraine sind bei uns die Energiepreise gestiegen. Es geht hauptsächlich um das günstige russische Gas, das nicht mehr zur Verfügung stand  - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
20,464,"Russlands Überfall auf die Ukraine und die daraus resultierende Energieverknappung, dadurch stark gestiegene Energiekosten, Gelegenheit macht Preiserhöhung: Lebensmittelkonzerne haben Preise stärker erhöht als es erforderlich gewesen wäre - ich bin doch kein Wirtschaftsforscher, vllt. hängen die Faktoren gar nicht miteinander zusammen? Auch einzelne Krankheiten können bekanntlich bei gemeinsamen Auftreten tödlich wirken. 
 - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
