item_id,agreed_values,n_annotators
703,"[('Lieferkettenprobleme', (), 'Inflation'), ('Krieg', (), 'Lieferkettenprobleme'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
705,"[('Geldpolitik', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
706,"[('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
707,"[('Pandemie', (), 'Ökonomische Krise')]",2
709,"[('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise')]",2
710,"[('Pandemie', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
712,"[('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Lebensmittelpreise')]",2
713,"[('Pandemie', (), 'Inflation')]",2
716,"[('Krieg', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Inflation', (), 'Löhne'), ('Inflation', (), 'Inflation')]",2
717,"[('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise')]",2
718,"[('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
719,"[('Pandemie', (), 'Aufgestaute Nachfrage'), ('Hohe Energiepreise', (), 'Inflation'), ('Aufgestaute Nachfrage', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise'), ('Geldpolitik', (), 'Inflation')]",2
721,"[('Geldpolitik', (), 'Inflation')]",2
723,"[('Politisches Missmanagement', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation'), ('Lebensmittelpreise', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')]",2
725,"[('Pandemie', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
726,"[('Hohe Energiepreise', (), 'Inflation')]",2
727,"[('Pandemie', (), 'Staatsausgaben')]",2
728,"[('Ökonomische Krise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
729,"[('Hohe Energiepreise', (), 'Inflation'), ('Wohnraum', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
731,"[('Staatsausgaben', (), 'Inflation')]",2
732,"[('Angebot (Rest)', (), 'Inflation')]",2
733,"[('Krieg', (), 'Inflation')]",2
735,"[('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
736,"[('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
738,"[('Ökonomische Krise', (), 'Inflation'), ('Politisches Missmanagement', (), 'Ökonomische Krise')]",2
740,"[('Pandemie', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')]",2
741,"[('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
742,"[('Hohe Energiepreise', (), 'Inflation')]",2
743,"[('Politisches Missmanagement', (), 'Wohnraum'), ('Wohnraum', (), 'Inflation'), ('Politisches Missmanagement', (), 'Staatsausgaben')]",2
744,"[('Steuererhöhungen', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Staatsausgaben', (), 'Inflation')]",2
745,"[('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
746,"[('Hohe Energiepreise', (), 'Angebot (Rest)'), ('Angebot (Rest)', (), 'Inflation')]",2
747,"[('Steuererhöhungen', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')]",2
748,"[('Lieferkettenprobleme', (), 'Inflation'), ('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
749,"[('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Staatsausgaben', (), 'Inflation')]",2
750,"[('Steuererhöhungen', (), 'Inflation')]",2
754,"[('Löhne', (), 'Inflation')]",2
755,"[('Pandemie', (), 'Lieferkettenprobleme')]",2
756,"[('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
757,"[('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
758,"[('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
759,"[('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
760,"[('Hohe Staatsschulden', (), 'Inflation')]",2
761,"[('Angebot (Rest)', (), 'Inflation')]",2
762,"[('Migration', (), 'Inflation')]",2
763,"[('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
764,"[('Politisches Missmanagement', (), 'Inflation')]",2
765,"[('Klimawandel', (), 'Inflation')]",2
766,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
768,"[('Krieg', (), 'Inflation')]",2
769,"[('Pandemie', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
770,"[('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
771,"[('Klimawandel', (), 'Inflation')]",2
772,"[('Krieg', (), 'Inflation')]",2
773,"[('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
776,"[('Politisches Missmanagement', (), 'Inflation')]",2
777,"[('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')]",2
778,"[('Hohe Energiepreise', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')]",2
779,"[('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
781,"[('Hohe Energiepreise', (), 'Inflation')]",2
783,"[('Hohe Energiepreise', (), 'Inflation')]",2
785,"[('Krieg', (), 'Inflation')]",2
787,"[('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Angebot (Rest)'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
789,"[('Angebot (Rest)', (), 'Inflation')]",2
790,"[('Pandemie', (), 'Angebot (Rest)'), ('Angebot (Rest)', (), 'Inflation')]",2
791,"[('Pandemie', (), 'Inflation')]",2
794,"[('Klimawandel', (), 'Inflation'), ('Preistreiberei', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
795,"[('Hohe Energiepreise', (), 'Inflation')]",2
796,"[('Preistreiberei', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Lebensmittelpreise', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')]",2
797,"[('Lebensmittelpreise', (), 'Inflation')]",2
798,"[('Krieg', (), 'Angebot (Rest)'), ('Löhne', (), 'Inflation'), ('Krieg', (), 'Lieferkettenprobleme')]",2
799,"[('Krieg', (), 'Inflation')]",2
800,"[('Angebot (Rest)', (), 'Inflation')]",2
801,"[('Politisches Missmanagement', (), 'Inflation')]",2
804,"[('Angebot (Rest)', (), 'Inflation')]",2
805,"[('Krieg', (), 'Inflation'), ('Wohnraum', (), 'Inflation')]",2
806,"[('Preistreiberei', (), 'Inflation')]",2
807,"[('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
808,"[('Ökonomische Krise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
809,"[('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
810,"[('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
812,"[('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
814,"[('Export', (), 'Angebot (Rest)'), ('Krieg', (), 'Geopolitik'), ('Angebot (Rest)', (), 'Inflation')]",2
815,"[('Lebensmittelpreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
817,"[('Hohe Energiepreise', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
818,"[('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise'), ('Politisches Missmanagement', (), 'Inflation')]",2
819,"[('Krieg', (), 'Angebot (Rest)'), ('Preistreiberei', (), 'Inflation'), ('Ökonomische Krise', (), 'Lieferkettenprobleme'), ('Hohe Energiepreise', (), 'Inflation'), ('Lieferkettenprobleme', (), 'Inflation')]",2
820,"[('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
821,"[('Krieg', (), 'Staatsausgaben'), ('Geopolitik', (), 'Inflation'), ('Krieg', (), 'Geopolitik')]",2
822,"[('Nachfrage (Rest)', (), 'Inflation'), ('Krieg', (), 'Nachfrage (Rest)')]",2
823,"[('Lebensmittelpreise', (), 'Inflation'), ('Preistreiberei', (), 'Lebensmittelpreise')]",2
825,"[('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Ökonomische Krise'), ('Krieg', (), 'Ökonomische Krise')]",2
826,"[('Hohe Energiepreise', (), 'Angebot (Rest)'), ('Angebot (Rest)', (), 'Inflation')]",2
827,"[('Hohe Energiepreise', (), 'Inflation')]",2
830,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
831,"[('Hohe Energiepreise', (), 'Inflation')]",2
833,"[('Migration', (), 'Inflation')]",2
834,"[('Nachfrage (Rest)', (), 'Angebot (Rest)'), ('Krieg', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
835,"[('Klimawandel', (), 'Inflation')]",2
837,"[('Krieg', (), 'Inflation')]",2
838,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
839,"[('Krieg', (), 'Inflation')]",2
841,"[('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
842,"[('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
843,"[('Nachfrage (Rest)', (), 'Inflation')]",2
844,"[('Krieg', (), 'Staatsausgaben'), ('Staatsausgaben', (), 'Inflation')]",2
845,"[('Hohe Energiepreise', (), 'Inflation'), ('Arbeitskräftemangel', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')]",2
846,"[('Pandemie', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
847,"[('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Geopolitik')]",2
848,"[('Lebensmittelpreise', (), 'Inflation'), ('Preistreiberei', (), 'Lebensmittelpreise'), ('Krieg', (), 'Lieferkettenprobleme'), ('Hohe Energiepreise', (), 'Preistreiberei')]",2
849,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
850,"[('Hohe Energiepreise', (), 'Inflation')]",2
852,"[('Krieg', (), 'Inflation')]",2
853,"[('Hohe Energiepreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')]",2
854,"[('Klimawandel', (), 'Inflation'), ('Steuererhöhungen', (), 'Klimawandel')]",2
855,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
856,"[('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
857,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
859,"[('Migration', (), 'Inflation'), ('Wohnraum', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Lebensmittelpreise')]",2
860,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
861,"[('Lieferkettenprobleme', (), 'Inflation'), ('Pandemie', (), 'Lieferkettenprobleme')]",2
862,"[('Krieg', (), 'Lieferkettenprobleme'), ('Lieferkettenprobleme', (), 'Hohe Energiepreise'), ('Hohe Energiepreise', (), 'Inflation')]",2
883,"[('Lieferkettenprobleme', (), 'Inflation')]",2
885,"[('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Geopolitik')]",2
886,"[('Politisches Missmanagement', (), 'Hohe Energiepreise'), ('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise')]",2
894,"[('Angebot (Rest)', (), 'Inflation')]",2
898,"[('Krieg', (), 'Staatsausgaben'), ('Inflation', (), 'Nachfrage (Rest)')]",2
902,"[('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Wohnraum', (), 'Inflation')]",2
910,"[('Klimawandel', (), 'Staatsausgaben'), ('Staatsausgaben', (), 'Inflation')]",2
912,"[('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Geopolitik')]",2
913,"[('Hohe Energiepreise', (), 'Inflation')]",2
918,"[('Krieg', (), 'Lieferkettenprobleme'), ('Hohe Energiepreise', (), 'Inflation')]",2
920,"[('Staatsausgaben', (), 'Steuererhöhungen'), ('Migration', (), 'Staatsausgaben'), ('Steuererhöhungen', (), 'Inflation')]",2
930,"[('Angebot (Rest)', (), 'Inflation')]",2
931,"[('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Ökonomische Krise')]",2
932,"[('Pandemie', (), 'Aufgestaute Nachfrage'), ('Pandemie', (), 'Lieferkettenprobleme'), ('Krieg', (), 'Lieferkettenprobleme'), ('Aufgestaute Nachfrage', (), 'Inflation')]",2
933,"[('Krieg', (), 'Migration')]",2
940,"[('Hohe Energiepreise', (), 'Inflation')]",2
941,"[('Löhne', (), 'Inflation')]",2
945,"[('Lebensmittelpreise', (), 'Inflation'), ('Klimawandel', (), 'Lebensmittelpreise')]",2
946,"[('Steuererhöhungen', (), 'Inflation'), ('Steuererhöhungen', (), 'Hohe Energiepreise'), ('Hohe Energiepreise', (), 'Inflation')]",2
953,"[('Pandemie', (), 'Nachfrage (Rest)')]",2
963,"[('Hohe Energiepreise', (), 'Inflation')]",2
976,"[('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise')]",2
978,"[('Politisches Missmanagement', (), 'Inflation')]",2
979,"[('Pandemie', (), 'Lieferkettenprobleme'), ('Krieg', (), 'Hohe Energiepreise'), ('Geldpolitik', (), 'Inflation')]",2
980,"[('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Löhne'), ('Hohe Energiepreise', (), 'Inflation')]",2
983,"[('Politisches Missmanagement', (), 'Hohe Energiepreise'), ('Klimawandel', (), 'Politisches Missmanagement'), ('Politisches Missmanagement', (), 'Inflation')]",2
986,"[('Hohe Energiepreise', (), 'Inflation')]",2
987,"[('Krieg', (), 'Inflation')]",2
991,"[('Lieferkettenprobleme', (), 'Inflation'), ('Krieg', (), 'Lieferkettenprobleme')]",2
996,"[('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Lieferkettenprobleme')]",2
1004,"[('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
1005,"[('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Geopolitik'), ('Geopolitik', (), 'Hohe Energiepreise')]",2
