inner_id,text,annotator_20,annotator_21
507,"Keine Ahnung , Keine Ahnung , Keine Ahnung , Keine Ahnung , Keine Ahnung  - Keine Ahnung  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
508,Migration  - Es gibt zuviel Migration in Deutschland  - inflation.,Gründe der Inflation,kausales Inflationsnarrativ
509,"Corona Krise, Krieg in der Ukraine - Verknappung von Waren aufgrund von Handelseinschränkungen im internationalen Warenverkehr. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
510,"Staatsschulden, Herstellermehrausgaben - Die Einzelhändler haben einige Mehrkosten die auf die Bevölkerung integriert werden in Zusammenhang mit dem Staat um finanzielle Ausgleiche zu schaffen  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
511,"Ukraine Krieg, Steigung der Produktionskosten, Steigende Löhne, Abwertung eines Wechselkurses eines Landes nach unten., erhöhte Geldmenge - Steigen die Löhne, steigen die Produktionskosten und die Verteuerung wird an uns weitergegeben. Politische Ursachen, wie der Ukraine Krieg führen zur Steigerung einer Inflation. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
512,Weiß nicht  - Weiß nicht  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
513,"Klimawandel, Krieg - Sie beeinflussen die Preise und Kosten auf dem internationalen Markt. - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
514,"K, A - Keine Ahnung  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
515,"Gierflation, Krieg Ukraine , Ampel  Politik , Händler  - Alle unfähig oder gierig  - inflation.",Gründe der Inflation,Gründe der Inflation
516,"Energiekreis, Lieferkettenprobleme, Steigende Lebensmittel Preise , Expansive Geldpolitik  - Die Inflation in vielen Bereichen befeuerten. Die Energiekrise, Lieferkettenprobleme, expansive Geldpolitik und klimabedingte Engpässe verstärkten sich gegenseitig, indem sie Produktionskosten erhöhten, die Nachfrage über das Angebot hinaus ankurbelten und so die Inflation in vielen Bereichen befeuerten. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
517,"Zuviel werteungedecktes Geld (FIAT Money) wurde in den Umlauf gebracht., Der Lehmann Brothers Crash 2008 war erst der Anfang, der noch ""künstlich"" gedeckt werden konnte., Geld wandert meistens in eine Richtung. Reiche werden immer reicher, Fleißige immer ärmer. - Die derzeitige Politik ist ökonomisch inkompetent. Es wird leichtfertig mit den Steuergeldern der Bürger umgegangen. Geld wird an ""unsinnige"" Stellen geleitet. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
518,"Wirtschaft rückläufig , Zu hohe Energie kosten - Zu hohe Energie kosten Schwächen die Wirtschaft - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
519,"Krieg , Weniger Lebensmittel , Wetter  - Krieg  - inflation.",Gründe der Inflation,Gründe der Inflation
520,"steigende preise, corona, ukraine krieg, energiewandel, klimawandel - die energie wird teurer,da oekologischer,knappheit durch kriege,hoehere schulden(staat),sinkendes wirtschaftswachstum - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
521,"krieg in der urkaine - durch diesen krieg haben sich die Energiekosten verdoppelt, der Handel wurde behindert - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
522,Keinw - Keine - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
523,"Krieg in der Ukraine, Energiepreise - WEgen des Ukraine Krieges sind die Gaslieferungen aus Russland eingestellt worden. Daraus ergaben sich steigende Energiepreise. Dies widerum hatte zur Folge, das die allgemeinen Lebenshaltungskosten ebenfalls teurer wurden.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
524,"COVID 19, Ukraine Krieg , Einwanderung - Geld an andere Länder schicken wie Ukraine, sodass unser Land weniger hat und Abhängigkeit von Ländern wie Russland usw  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
525,"Angriffskrieg von Russland, globale Ursachen - Durch den Angriffskrieg von Russland bzw. dem wirtschaftlichen Boykott gegenüber Russland fielen Energie- und Warenlieferungen weg. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
526,"Krieg, Landwirtschaft  - Die Kosteninflation hängt mit der Geldmengeninflation und die schleichende Inflation zusammen  - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
527,Ich liebe es - Ich liebe es - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
528,"allgemeine Wirtschaftskrise, Krieg in der Ukraine - Durch den Krieg zieht das sich automatisch mit..Zuschüsse für Waffenlieferungen und Hilfsgüter...Ausfall der Gaslieferung von Russland - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
529,"Eneegiewemde, Eneegiebremse - Weltwirftschaft u d kriege - inflation.",Gründe der Inflation,Gründe der Inflation
530,"Corona , Wirtschaft - Durch Corona, ist die Wirtschaft  teilweise in die Brüche gegangen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
531,"Energiekosten, Lebensmittelkosten - Die höheren Energiepreise wirken sich direkt auf alle Produktionsgüter und deren Transport aus. Dadurch wirkt direkt alles teurer. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
532,Zu hohe Kosten  - Ich weiß nicht  - inflation.,Keine sinnvolle Antwort,Gründe der Inflation
533,"Weltwirtschaft, Arbeitslosenquote - Ich weiß es nicht, aber alles hängt irgendwie miteinander zusammen - inflation.",Keine sinnvolle Antwort,Gründe der Inflation
534,"Energiewende, Ukraine Krieg - Weniger Energie und Nahrung  - inflation.",Gründe der Inflation,Gründe der Inflation
535,"Benzin, Miete , Lebensmittel  - Die Inflationsrate ist gestiegen, da die Produktion, sowie Lieferkosten, ebenso auch Gehälter gestiegen sind - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
536,Der ukraine krieg corona vorbei - Keine - inflation.,Gründe der Inflation,Gründe der Inflation
537,Keine  - Hab keine  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
538,"Ukraine Keieg - Gas wird teuer,dadurch Lebensmittel.Transpoort ist teuer,das isteinRattenschwanz - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
539,"Keine , Keine Angabe  - Keine Angabe leider  - inflation.",MISSING,Keine sinnvolle Antwort
540,"Corona, Klimawandel , Bayern München  - Oft sind es die weichen Faktoren, welche diese Entwicklung noch beschleunigen. Ursächlich für die Inflation ist die komptäre Dysfunktionalität der zumindest temporär nicht vorhandenen Ausgeglichenheit der Hypersysteme. Insbesondere in Zeiten der divergenten Geldverschiebung auf europäischer Ebene führt die Inflation zu unerwarteten Ergebnissen. Oft sind es die weichen Faktoren, welche diese Entwicklung noch beschleunigen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
541,"Corona Pandemie , Suezz Kanal, Ukraine Krieg - Es hat alles mit der Corona Pandemie im Jahre 2020 Angefangen und endete mit dem Ukraine Krieg  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
542,Nichts  - Nichts  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
543,"Energiekrise , Geldpolitik , Höhe Nachfrage , Unterbrochene liferketten, Steigende rohstoffpreise - Diese Kombination führte zu einem starken Inflationsanstieg. Die Energiekrise führte zu steigenden Produktions- und Transportkosten, was die Lieferkettenprobleme verschärfte. Gleichzeitig erhöhte die hohe Nachfrage nach der Pandemie den Druck auf die begrenzten Ressourcen, was die Preise weiter antrieb. Die expansive Geldpolitik verstärkte den Effekt, indem sie zusätzliche Kaufkraft schuf, während die Unsicherheiten auf den Rohstoffmärkten die Kosten weiter in die Höhe trieben. Diese Kombination führte zu einem starken Inflationsanstieg. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
544,"Ukraine Krieg , Corona - Brennstoffe von Russland weglassen und von anderen Ländern teurer kaufen  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
545,"Benzinpreise, Lieferung - Krieg in ukraine und nahost - inflation.",Gründe der Inflation,Gründe der Inflation
546, - Cbbfuvvjvcg - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
547,Keine Angabe - Keine Angabe - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
548,Politik  - Durch erhöhung von sprit und Diesel Preisen waren Unternehmen gezwungen die Preise der Waren ebenfalls hoch zu setzen um den Verlust der höheren Ausgaben wieder rein zu holen - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
549,"36, 67 - Ich hab leider. Echt.  Gar kein Plan.  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
550,"Energiekosten Heizen, Lebensmittel, Versicherungen, Strom  - Der Warenkorb zur Ermittlung der Inflation ist falsch, da die punktuellen Preissteigerungen für bestimmte Artikel überproportional gestiegen sind. - inflation.",Gründe der Inflation,Gründe der Inflation
551,Kosten  - Zu höher Energie Preise  - inflation.,Gründe der Inflation,Gründe der Inflation
552,Keine Ahnung  - Keine Ahnung  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
553,"Angebot und Nachfrage, Zu viel Geld im Umlauf, Knappheit von Dinge n - Aufgrund der Knappheit verschiedener Rohstoffe etc. bzw. verursacht durch Ukraine Krieg oder allgemeine Ressourcen Aufbrauchung auf der Erde, steigen die Kosten. Hinzu kommt, dass dann weniger gekauft wird, da es teurer ist -> Preise steigen meist noch mehr, da geringere Abnahmemengen höhere Preise hervorrufen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
554,"krieg in der ukraine, klima, knappheit, rohstoffmangel - nachfrage bestimmt den preis - inflation.",Gründe der Inflation,Gründe der Inflation
555,"Ukrainekrieg, Klimawandel - Ich denke gar nicht. Der Ukrainekrieg hängt für mich nicht mit dem Klimawandel zusammen. - inflation.",Gründe der Inflation,Gründe der Inflation
556,"ukrainekrieg, donald trump, grüne, afd, linke - ukrainekrieg ist der schlimmste preistreiber - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
557,"Russland-Ukraine Krieg, Fachkräfte Mangel, Import engpassen, Rohstoffkosten, Steigende kosten an Betriebsmitteln - hängen eng miteinander zusammen, da sie sich gegenseitig beeinflussen können.Höhere Preise können wiederum Lohnerhöhungen nach sich ziehen, um Kaufkraftverluste auszugleichen, was die Kosten für Unternehmen weiter erhöht - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
558,"Gewinn von Zwischenhändlern, Gewinn von Händlern (Geschäfte, Dienstleister,...) , Betrügerische, illegale Zusammenarbeit von Händlern , Gewinn von Warenbeföderern , Jede Art Ausbeutung in der ganzen Kette Hersteller zu Verbraucher  - Sehr eng - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
559,"Energiepreise sind überproportional gestiegen , Ukraine Krieg, Zu niedrige Zinsen der EZB, Zu niedrige Zinsen der FED - Durch ein zu großes Geldangebot der Zentralbanken für einen geringen Zins, wird die Inflation angeheizt. Der Krieg in der Ukraine und die unsinnige Embargo-Politik der EU und Deutschlands hat die Energie unnötig stark verteuert! - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
560,"Sanktion Russlands, Migration  - Kalte Rezession  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
561,"Ukraine-Krieg, Greedflation, Rohstoffpreise, Energiekosten, Sanktionen - Der Ukraine-Krieg in Kombination mit unserer kapitalistischen Gesellschaft und der Börse hat die Rohstoffe und Energieträger durch Spekulation und Gier verteuert. Dies hat sich auf die komplette Wertschöpfungskette übertragen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
562,Jshshshs - Right be there in about  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
563,"Rezession, Wirtschaftsabschwung, Hohe Arbeitslosigkeit - Die Faktoren sind alle miteinander verbunden und führen zu immer schlechteren Bedingungen für die arbeitende Bevölkerung. - inflation.",Gründe der Inflation,Gründe der Inflation
564,"Der Ukrainekrieg, Falsche wirtschaftliche Entscheidungen, viel zu viel Geld für die Aufrüstung der Ukraine ausgegeben, Hohe Zuwanderung von Flüchtlingen, die mit Geld unterstützt werden mussten - Keine Aufrüstung der Ukraine mehr, das geht so einfach nicht weiter und dies alles hat zwangsläufig zu einer Inflation, also einer teilweisen Entwertung des Geldes geführt. . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
565,Klimawandel  - Weiß nicht - inflation.,Gründe der Inflation,Gründe der Inflation
566,QualitätQualität  - Guter Kundenservice  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
567,"Krieg in der Ukraine , Energiekosten - Der Ukraine Krieg wird von vielen Firmen auch als Grund angegeben um ihre Umsätze-Gewinne zu erhöhen. . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
568,"Wirtschaft, Strom - Weiß es nicht  - inflation.",Gründe der Inflation,Gründe der Inflation
569,"Politik, Wirtschaft , Arbeitslosigkeit , Illegalen Einwanderung , Außenpolitik  - Da kann ich mich nicht zu äußern weiß nicht was das ist - inflation.",Gründe der Inflation,Gründe der Inflation
570,"Ukraine Krieg , Erhöhte Energiepreise , Klimawandel  - Durch den Ukraine Krieg gibt es weniger Rohstoffe, wie Getreide und.ä.
Diese müssen anderswo beschafft werden. Weitere Wege kosten wiederum mehr Energiekosten........usw. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
571,Gut  - Gut  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
572,"Energiepreise, Gier, Pauschale Preiserhöhung, um die ""Welle"" auszunutzen - Der Rückgang der Energiepreise wird nun kaum mehr zu günstigeren Preisen führen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
573,"steigende Preise, strom - wenn die Unterhaltungskosten steigen, steigt alles andere - inflation.",Gründe der Inflation,Gründe der Inflation
574,"Krieg in der Ukraine, Steigende Energiepreise - Die hängen stark zusammen, der Krieg in der Ukraine führt zu steigenden Energiepreise - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
575,"Geld weniger wert, Krieg, Lebenserhltungskosten immer höher, Steuer auf bestimmte dinge - Wenn man selbst immer weniger hart kann man ich nur das nötigste kaufen d die Fixkosten Miete Strom etc. in Zukunft oder durch den Krieg eher steigen werden - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
576,"Kosten , Verbrauch , Preis  - Alles passt  - inflation.",Keine sinnvolle Antwort,Gründe der Inflation
577,"3,7, 8,8, 3,7, 8,8, 9 - X - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
578,"Energiepreise , Löhne, Rohstoffe - Energiebündel Löhne werden teurer und werden weitergegeben - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
579,"Krieg in der Ukraine, Kein Gas aus Russland, Erhöhung der Preise von Herstellern zu ihrem Vorteil.  - Aber ich denke auch, dass einige Hersteller niedrigere Preise anbieten könnten und die Inflation als Grund angeben. . Russland ist ein wichtiger Energielieferand. Durch den Krieg mit der Ukraine, und das sich Deutschland auf ihre Seite gestellt hat, fehlt diese Energie. Das bedeutet steigende Preise bei Herstellern und Händlern. Aber ich denke auch, dass einige Hersteller niedrigere Preise anbieten könnten und die Inflation als Grund angeben. . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
580,"Höhere Preise für Zutaten, Insgesamt wollen die Menschen mehr Geld verdienen  - Da die Menschen mehr Geld verdienen wollen, steigen die Preise. Die Zulieferer erhöhen ihre Preise. So müssen dann auch die Leute, die produzieren und verkaufen ihre Preise erhöhen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
581,"Wirtschaft , Logistik - Probleme in diesen Faktoren haben einen Grund fur hohere Inflation. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
582,Erhöhung der Preise  - űberhaupt nicht - inflation.,Gründe der Inflation,Gründe der Inflation
583,"Öl preise, Krieg in russland - Da Russland auch liefert an Deutschland und da immer noch Krieg besteht werden die Preise für lebensinstandhaltung auch nicht sinken - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
584,"Krieg Ukraine , Corona - Es wird alles Teurer.  Viele Ausländer sind nach Deutschland gezogen  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
585,"Politische , Wirtschaft, Arbeitsmarkt  - Preis Leistung - inflation.",Gründe der Inflation,Gründe der Inflation
586,"Missmanagement der Politik, Globale Ereignisse  - Entscheidungen im allgemeinen  - inflation.",Gründe der Inflation,Gründe der Inflation
587,"Allgemeine wirtschaftslage - Es ist derzeit wichtig, ernsthaft daran zu arbeiten, die Stärke der deutschen Währung zu stärken, um eine wirtschaftliche Inflation zu verhindern - inflation.",Gründe der Inflation,Gründe der Inflation
588,Krieg  - Das weiss ich nicht  - inflation.,Gründe der Inflation,Gründe der Inflation
589,"4, 4 - Ich denke es ist sehr gut - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
590,Weiss nicht - Gar nicht - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
591,"Corona, Energiewende, Politik - Durch Corona wurden viele Branchen lahm gelegt. Die Energiewende kostet den Bürgern viel Geld durch zusätzliche Abgaben und Steuern. Die Politik nimmt viel zu wenig Rücksicht auf die Bürger. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
592,"Ukraine-Krieg, Kein preiswertes Gas aus Russland  - Das eine ist die Folge des anderen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
593,"Geldschwemme der EZB - Erhöhung der Geldmenge durch EZB. Warenangebot nicht in gleichem Maße gestiegen, u.a wg. China & Ukraine. Ergo: höhere Preise und mit Inflation - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
594,Gut  - Sehr positiv  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
595,Body - B - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
596,"Gestiegene Energiekosten, Gestiegene Lebensmittel Kosten - Die Regierung des Landes handelt unverantwortlich in Bezug auf die Lebenshaltungskosten der deutschen Mittel- und Unterschicht  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
597,"Krieg , Politische Richtung  - Krieg bedingt hängt viel mit den Ressourcen ab - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
598,"Energiekosten, Lohnkosten, Verbraucherpreise - Lohn-Preisspirale, Krieg in Ukraine und im Nahen Osten, schlechte Witschaftpolitik der Regierung - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
599,"Einlieferung nach Deutschland wird teurer, Lagerung wegen mangelndem Platz wird teurer - Die Waren nach Deutschland zu transportieren wird teurer, auch die Lagerung wird teurer wegen mangelndem Platz zur Aufbewahrung. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
600,"Ukrainekrieg, wirtschaftlicher Rückgang, Rezession, Insolvenzen nach Covid - höhere Energiepreise bedingen höhere Preise in allen anderen Bereichen, die letztlich auch den Endverbraucher treffen.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
601,"ukraine, wirtschaftlicher zurückgang, die hirngespinste von herrn habek - fragen sie herrn habek  der ist doch schuld - inflation.",Gründe der Inflation,Gründe der Inflation
602,"2, 3, 5, 6 - Geldreserve 
reicht nicht - inflation.",Keine sinnvolle Antwort,kausales Inflationsnarrativ
603,"Nichts, Nichts - Nichts - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
604,"Ukraine-Krieg, Corona Pandemie - weiß ich nicht - inflation.",Gründe der Inflation,Gründe der Inflation
605,wirtschaftliche Umstände - Importe von billigwaren zu hoch. Krieg und Klima verändern die Bedarfe. - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
606,"Geldmenge, Waren-Einkauf-Produktionskosten - bedingt - inflation.",Gründe der Inflation,Gründe der Inflation
607,"Ausstieg aus Kohlekraft, Corona Nachfolgen - Die Strompreise sind enorm gestiegen und dich die Schulden von Corona hallen nach. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
608,"Kriege , Wirtschaft - Gas Mangel,die Politischen Entscheidungen waren auch falsch. - inflation.",Gründe der Inflation,Gründe der Inflation
609,"Ukraine Krieg, Covid, Israel Krieg - Verlust von Russland als Wirtschaftspartner
allgemeine Wirtschaftskrise aufgrund von Corona  - inflation.",MISSING,kausales Inflationsnarrativ
610,"Steigerung der Zinsen, Lohnanstieg, Steigerung der Lebensmittelpreise, Anstieg der Energiepreise, Anstieg der Gaspreise - Die Zukunft sieht sehr düster aus. . Die Ursachen für die Inflation finde ich , kommt daher das alles teurer wird. Ich habe die Befürchtung, dass die Menschheit das bald alles nicht mehr zahlen kann. Die Zukunft sieht sehr düster aus. . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
611,"Krieg , Katastrophen , Die Streitigkeiten der Regierung , Die Zahl der Flüchtlinge , Die Abwanderung der Industrie  - Derzeit gibt Deutschland sowohl für die überstürzung der Ukraine sowie auch den Krisen der arabischen sowie in anderen Ländern sehr viel Geld aus  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
612,Alles  - Es kommt wie es kommt - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
613,"Krieg , Arbeitslosen zahlen, China - Der Krieg durch Russland. Dadurch stiegen die Preise. Besonders die Nahrung und heizen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
614,"Energiekosten, Lebensmittelkosten - KRIEG IN DER Ukraine - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
615,"Energiepreise , Ukrainekrieg  - Keine Ahnung nehme es an weil es so in der Presse erklärt wird  - inflation.",Gründe der Inflation,Gründe der Inflation
616,"Corona , Krieg - Keine Ahnung  - inflation.",Gründe der Inflation,Gründe der Inflation
617,"Corona , Flüglig  - Mehr kosten  - inflation.",Gründe der Inflation,Gründe der Inflation
618,"Festlegungen der EZB, falsche Wirtschaftspolitik, Energieproblematik, Krieg in Europa - Seit mindestens 10 Jahren sind die politischen Entscheidungen bzgl. Energie und Wirtschaft kritikwürdig. Die EZB ist bzgl. ihrer Entscheidungen kaum noch nachvollziehbar. Dazu kommen die äußeren Einflüsse (Krieg).  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
620,"Produktionskosten gestiegen - Zu viele arbeitslose,  weniger produktiv - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
621,"Krieg Ukraine, Corona , Politik - Durch den Krieg wurde alles teurer aus ähnlichen Gründen wie oben genannt. Durch Corona wurden Lieferketten verändert und es war kaum möglich, an manche Produkte zu kommen, Händler nutzen es aus, allgemein höhere Ausgaben für Mitarbeiter, Energie und alles machen den Rest. Durch den Krieg wurde alles teurer aus ähnlichen Gründen wie oben genannt. Durch den Krieg wurde alles teurer aus ähnlichen Gründen wie oben genannt. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
622,"Krisen, Steigerung der Reallöhne, EZB Leitzinsanhebung - Durch den Anstieg der Löhne und Zinsen der Banken werden Produkte und Dienstleistungen teurer um die gestiegenen Kosten zu decken. Hinzu kommen Krisen, Materialknappheit und andere, komplexe, Probleme. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
623,"Europolitik, Staatsverschuldung , Sozialstaat , Wirtschaftslage, Robert habeck - Schlechte Politik und Zuviel Geld im markt lassen die Preise steigen. Sozialstaat und du Politik vergrößern dieses Problem  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
624,Krieg in der Ukraine - Kann ich nicht beschreiben - inflation.,Gründe der Inflation,Gründe der Inflation
625,"Energie, Lebensmittel, Lohnsteigerung, Krieg ukraine - Hohe Energie Kosten verursachen höhere Produktionskosten Verknappung der güter - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
626,"starea economica - Economia tarii a scazut,asadar preturile au urcat pentru a acoperii lipsurile. - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
627,"Löhne , Gas - Sehr  - inflation.",Gründe der Inflation,Gründe der Inflation
628,"krieg, migration - durch den krieg ist alles teuerer geworden und man kommt an manche waren nicht ran  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
629,"Corona, Generell immer steigende mieten , Teure lebenskosten  - Eng - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
630,"war in Ukrain/ Israel , Gloverment-Richtlinien - Der Krieg hat wahrscheinlich enorme Auswirkungen. Die Regierung muss wirtschaftlich schlechte Entscheidungen getroffen haben, um die Kriegsanstrengungen zu unterstützen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
631,Keine  - Keine  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
632,"Ukraine Krieg , Corona Nachwirkungen , Politik , Lieferengpässe  - Lieferengpässe sind mit dem Krieg in der Ukraine und Russland in Verbindung zu bringen. Durch weniger Waren steigt immer der Preis wenn die Nachfrage hoch bleibt.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
633,"Ukraine-Krieg , Höhere Produktionskosten , Höhere Steuern , Mangel an Produkten - Durch den Krieg konnten einige Waren nicht geliefert werden. Es gab einen Mangel. Gleichzeitig stiegen die Produktionskosten an und die Steuern wurden auch erhöht.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
634,"Ukraine Krieg, Rezension  - Durch Spätfolgen von Corona und höhere Beschaffungskosten von Rohstoffen steigen die Preise, was ebenfalls zu zögerlichem Konsumverhalten führt. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
635,"Krieg, Verknappung Lebensmittel - . - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
636,"Falsche wahlen, Falsche Prioritäten - Würde die Regierung an den richtigen Ecken was fürs Land tuen als fürs Ausland währe es in Deutschland viel lebenswerter - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
637,"Erzeugerpreise, Mitnahme  - Handelsketten nutzen die gestiegenen Erzeugerpreise aus. Verkaufspreise werden mehr angehoben als notwendig. Damit wird der eigene Peofit gesteigert. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
638,"Steuern, Ukrainekrieg, USA, Strom - Ich denke, dass die regionalen Produkte teurer sind, da die Bauern selbst zu hohe Kosten haben. Ich denke , dass der Ukrainekrieg viel Geld kostet, daher sich unser Staat verschuldet und der Bürger höhere Steuern zahlen muss. . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
639,"Sanktionen, Verschuldung, Pandemie - Verschiedene politische Ereignisse passierten in den letzten Jahren. Die Sanktionen gegen Russland haben die Energiepreise in die Höhe schießen lassen. Ich weiß nicht, inwiefern das alles zusammenhängt. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
641,"Pandemie , Krieg  - Weltweite Warenverzögerung Schifffahrt.
Gilt für beide Aspekte. Krieg kostet Geld. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
642,"Steigender lohn, Steigender Stromkosten , Geldgier der Unternehmer , ..., ,... - Sie hängen zusammen - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
643,"krieg, Regierung  - weil die Regierung Steuern teurer macht und so doof is und dafür verantwortlich ist für Strom preis ecet - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
644,"3, 4, 5 - 7 - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
645,"2, 3 - nichts Besonderes - inflation.",MISSING,Keine sinnvolle Antwort
647,Ausländer  - Sie sind arbeitslos  - inflation.,Gründe der Inflation,Gründe der Inflation
648,"Corona, Ukraine , Russland - Durch die Politik.Putin.Pandemi - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
